effect,bri,watt
Custom,2,1.55
Custom,3,1.5
Custom,4,1.6
Custom,5,1.65
Custom,6,1.55
Custom,7,1.6
Custom,8,1.7
Custom,9,1.75
Custom,10,1.9
Custom,11,1.85
Custom,12,1.85
Custom,13,1.75
Custom,14,1.85
Custom,15,1.9
Custom,16,2.05
Custom,17,1.9
Custom,18,1.95
Custom,19,1.9
Custom,20,2.05
Custom,21,2.05
Custom,22,2.15
Custom,23,2.1
Custom,24,2.3
Custom,25,2.35
Custom,26,2.35
Custom,27,2.3
Custom,28,2.3
Custom,29,2.45
Custom,30,2.5
Custom,31,2.45
Custom,32,2.65
Custom,33,2.45
Custom,34,2.5
Custom,35,2.6
Custom,36,2.65
Custom,37,2.65
Custom,38,2.7
Custom,39,2.7
Custom,40,2.7
Custom,41,2.75
Custom,42,2.75
Custom,43,2.8
Custom,44,2.85
Custom,45,2.8
Custom,46,2.8
Custom,47,3
Custom,48,2.85
Custom,49,2.95
Custom,50,2.95
Custom,51,3.05
Custom,52,3.2
Custom,53,3.1
Custom,54,3
Custom,55,3.3
Custom,56,3.2
Custom,57,3.3
Custom,58,3.3
Custom,59,3.25
Custom,60,3.4
Custom,61,3.35
Custom,62,3.25
Custom,63,3.35
Custom,64,3.4
Custom,65,3.3
Custom,66,3.35
Custom,67,3.5
Custom,68,3.6
Custom,69,3.6
Custom,70,3.65
Custom,71,3.7
Custom,72,3.8
Custom,73,3.85
Custom,74,3.7
Custom,75,3.75
Custom,76,3.9
Custom,77,4
Custom,78,4
Custom,79,3.9
Custom,80,3.9
Custom,81,3.95
Custom,82,4
Custom,83,4.15
Custom,84,4.1
Custom,85,4.05
Custom,86,4.1
Custom,87,4.1
Custom,88,4.3
Custom,89,4.3
Custom,90,4.4
Custom,91,4.3
Custom,92,4.5
Custom,93,4.3
Custom,94,4.4
Custom,95,4.55
Custom,96,4.45
Custom,97,4.55
Custom,98,4.4
Custom,99,4.65
Custom,100,4.6
Custom,101,4.8
Custom,102,4.7
Custom,103,4.65
Custom,104,4.8
Custom,105,4.9
Custom,106,4.8
Custom,107,5
Custom,108,4.9
Custom,109,5.1
Custom,110,5.05
Custom,111,5
Custom,112,5.1
Custom,113,5.1
Custom,114,5.25
Custom,115,5.2
Custom,116,5.15
Custom,117,5.3
Custom,118,5.35
Custom,119,5.35
Custom,120,5.3
Custom,121,5.3
Custom,122,5.4
Custom,123,5.45
Custom,124,5.5
Custom,125,5.55
Custom,126,5.4
Custom,127,5.5
Custom,128,5.55
Custom,129,5.6
Custom,130,5.6
Custom,131,5.65
Custom,132,5.65
Custom,133,5.65
Custom,134,5.75
Custom,135,5.7
Custom,136,5.7
Custom,137,5.85
Custom,138,5.8
Custom,139,6.1
Custom,140,6.05
Custom,141,6.1
Custom,142,6
Custom,143,6
Custom,144,6.2
Custom,145,6.2
Custom,146,6.3
Custom,147,6.2
Custom,148,6.3
Custom,149,6.2
Custom,150,6.5
Custom,151,6.5
Custom,152,6.5
Custom,153,6.5
Custom,154,6.55
Custom,155,6.6
Custom,156,6.6
Custom,157,6.65
Custom,158,6.65
Custom,159,6.65
Custom,160,6.6
Custom,161,6.8
Custom,162,6.75
Custom,163,6.8
Custom,164,6.8
Custom,165,6.95
Custom,166,6.85
Custom,167,6.8
Custom,168,7
Custom,169,6.9
Custom,170,7
Custom,171,7.1
Custom,172,7.05
Custom,173,7.05
Custom,174,7.15
Custom,175,7.15
Custom,176,7.1
Custom,177,7.3
Custom,178,7.2
Custom,179,7.25
Custom,180,7.35
Custom,181,7.45
Custom,182,7.25
Custom,183,7.4
Custom,184,7.45
